BatchStart
|obsid         |prnb |status          |pi_lname    |pi_fname|target_name  |ra        |dec      |time                 |duration|exposure|_Search_Offset                |
|93427-01-09-00|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-10-03 23:24:32.8|    2630|     832| 0.460 (17 46 15.6, -32 14 01)|
|96425-01-04-02|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2011-04-29 05:19:34.8|    1841|     830| 0.460 (17 46 15.6, -32 14 01)|
|95360-14-06-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-08-21 14:42:33.7|    1452|     828| 0.007 (17 46 15.6, -32 14 01)|
|91050-06-01-00|91050|archived        |SWANK       |JEAN    |H_1743-322   |17 46 16.8|-32 14 24|2005-08-13 08:32:05.6|    1261|     824| 0.460 (17 46 15.6, -32 14 01)|
|91050-06-05-00|91050|archived        |SWANK       |JEAN    |H_1743-322   |17 46 16.8|-32 14 24|2005-08-22 11:24:06.9|    1080|     823| 0.460 (17 46 15.6, -32 14 01)|
|93427-01-13-01|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-11-02 03:23:37.8|    1967|     822| 0.460 (17 46 15.6, -32 14 01)|
|96425-01-05-03|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2011-05-11 23:54:06.6|    1560|     818| 0.460 (17 46 15.6, -32 14 01)|
|96425-01-11-01|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2011-06-22 22:44:20.5|    1535|     797| 0.460 (17 46 15.6, -32 14 01)|
|96425-01-07-01|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2011-05-24 03:20:58.8|    2751|     781| 0.460 (17 46 15.6, -32 14 01)|
|80137-01-48-01|80137|archived        |TOMSICK     |JOHN    |XTE_J1746-319|17 46 15.6|-32 13 59|2004-02-01 14:51:59.6|    2375|     778| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-16-10|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-09-21 23:29:02.4|    2612|     773| 0.037 (17 46 15.6, -32 14 01)|
|90421-01-06-00|90421|archived        |TOO         |PUBLIC  |XTE_J1746-319|17 46 15.6|-32 13 59|2004-09-10 20:13:03.4|    1380|     770| 0.037 (17 46 15.6, -32 14 01)|
|95405-01-07-01|95405|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2010-03-02 22:09:48.7|    1519|     738| 0.460 (17 46 15.6, -32 14 01)|
|96425-01-08-02|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2011-06-01 11:10:08.8|    1247|     701| 0.460 (17 46 15.6, -32 14 01)|
|93427-01-07-02|93427|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2008-02-24 12:38:38.1|    1643|     701| 0.460 (17 46 15.6, -32 14 01)|
|95405-01-06-02|95405|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2010-02-21 13:08:43.9|    3050|     690| 0.460 (17 46 15.6, -32 14 01)|
|80146-01-10-10|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-08-26 16:28:26.7|    1480|     660| 0.037 (17 46 15.6, -32 14 01)|
|90115-01-05-02|90115|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2004-11-02 07:14:59.7|    2347|     659| 0.037 (17 46 15.6, -32 14 01)|
|90115-01-05-00|90115|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2004-10-29 00:42:31.4|    2193|     656| 0.037 (17 46 15.6, -32 14 01)|
|80135-02-04-02|80135|archived        |MILLER      |JON     |XTE_J1746-319|17 46 15.6|-32 13 59|2003-07-30 19:44:49.1|    1076|     617| 0.037 (17 46 15.6, -32 14 01)|
|80135-02-04-03|80135|archived        |MILLER      |JON     |XTE_J1746-319|17 46 15.6|-32 13 59|2003-07-31 00:28:49.7|    1076|     617| 0.037 (17 46 15.6, -32 14 01)|
|96425-01-09-00|96425|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2011-06-04 14:24:51.8|    2116|     617| 0.460 (17 46 15.6, -32 14 01)|
|90421-01-05-01|90421|archived        |TOO         |PUBLIC  |XTE_J1746-319|17 46 15.6|-32 13 59|2004-09-07 09:41:06.7|    2818|     586| 0.037 (17 46 15.6, -32 14 01)|
|95360-14-29-00|95360|archived        |SHAPOSHNIKOV|NIKOLAI |H_1743-322   |17 46 15.6|-32 14 01|2010-10-02 01:24:07.5|    1377|     583| 0.007 (17 46 15.6, -32 14 01)|
|80135-02-04-05|80135|archived        |MILLER      |JON     |XTE_J1746-319|17 46 15.6|-32 13 59|2003-07-30 22:53:49.9|    2039|     559| 0.037 (17 46 15.6, -32 14 01)|
|80135-02-04-04|80135|archived        |MILLER      |JON     |XTE_J1746-319|17 46 15.6|-32 13 59|2003-07-30 21:18:49.2|    2040|     559| 0.037 (17 46 15.6, -32 14 01)|
|90421-01-03-01|90421|archived        |TOO         |PUBLIC  |XTE_J1746-319|17 46 15.6|-32 13 59|2004-08-22 17:11:06.7|    1357|     555| 0.037 (17 46 15.6, -32 14 01)|
|80146-01-17-10|80146|archived        |MCCLINTOCK  |JEFFREY |XTE_J1746-319|17 46 15.6|-32 13 59|2003-09-23 22:48:02.6|    2490|     531| 0.037 (17 46 15.6, -32 14 01)|
|95405-01-06-00|95405|archived        |TOO         |PUBLIC  |H_1743-322   |17 46 16.8|-32 14 24|2010-02-19 03:41:37.8|    3149|     521| 0.460 (17 46 15.6, -32 14 01)|
BatchEnd
