BatchStart
|obsid         |prnb |status           |pi_lname    |pi_fname|target_name |ra        |dec      |time                 |duration|exposure|_Search_Offset      |
|20402-02-17-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-06-19 08:03:32.3|    6028|    2154|0.027 (GRO J1655-40)|
|91702-01-78-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-13 09:38:34.7|    3591|    2149|0.024 (GRO J1655-40)|
|91702-01-29-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-11 05:18:36.9|    2940|    2141|0.024 (GRO J1655-40)|
|91702-01-41-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-27 11:09:42.9|    3540|    2133|0.024 (GRO J1655-40)|
|91702-01-19-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-28 05:37:57.2|    5956|    2105|0.024 (GRO J1655-40)|
|91702-01-17-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-30 02:08:55.4|    2941|    2105|0.024 (GRO J1655-40)|
|91702-01-38-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-27 14:19:34.8|    2433|    2087|0.024 (GRO J1655-40)|
|91702-01-74-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-12 02:41:40.1|    3903|    2079|0.024 (GRO J1655-40)|
|91702-01-50-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-07 20:02:12.8|    2970|    2071|0.024 (GRO J1655-40)|
|91404-01-01-01|91404|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-06 14:33:45.8|    3343|    2067|0.024 (GRO J1655-40)|
|91702-01-02-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-12 23:29:49.9|    3182|    2059|0.024 (GRO J1655-40)|
|20402-02-09-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-04-24 19:04:27.3|    3378|    2042|0.027 (GRO J1655-40)|
|91702-01-87-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-28 00:45:59.6|    3239|    2039|0.024 (GRO J1655-40)|
|91702-01-65-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-05-27 02:18:04|    2224|    2029|0.024 (GRO J1655-40)|
|91702-01-58-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-17 01:57:37.2|    2700|    2021|0.024 (GRO J1655-40)|
|91702-01-86-04|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-26 04:46:37.9|    2589|    2014|0.024 (GRO J1655-40)|
|90428-01-01-06|90428|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-02 14:34:47.1|    3900|    2005|0.024 (GRO J1655-40)|
|91702-01-07-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-19 00:15:57.3|    2875|    1980|0.024 (GRO J1655-40)|
|91702-01-15-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-27 04:54:50.4|    3780|    1980|0.024 (GRO J1655-40)|
|91702-01-01-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-09 01:07:31.3|    3062|    1980|0.024 (GRO J1655-40)|
|91702-01-28-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-10 11:43:00.5|    4261|    1978|0.024 (GRO J1655-40)|
|91702-01-08-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-20 20:13:55.2|    2358|    1971|0.024 (GRO J1655-40)|
|91702-01-53-04|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-11 21:36:11.2|    3122|    1956|0.024 (GRO J1655-40)|
|90428-01-01-08|90428|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-02 19:18:48.7|    2661|    1937|0.024 (GRO J1655-40)|
|91702-01-05-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-17 21:24:26.2|    2700|    1921|0.024 (GRO J1655-40)|
|91702-01-21-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-29 14:35:01.8|    2767|    1918|0.024 (GRO J1655-40)|
|91702-01-28-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-10 13:22:01.3|    3838|    1916|0.024 (GRO J1655-40)|
|91702-01-46-04|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-08 20:16:37.6|    2455|    1900|0.024 (GRO J1655-40)|
|91702-01-43-16|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-18 08:31:09.4|    2578|    1898|0.024 (GRO J1655-40)|
|91702-01-49-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-06 05:55:11.4|    5083|    1897|0.024 (GRO J1655-40)|
|91702-01-15-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-27 23:37:43.4|    2981|    1887|0.024 (GRO J1655-40)|
|10255-01-06-01|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|1996-08-16 09:19:07.4|    4338|    1883|0.027 (GRO J1655-40)|
|91702-01-56-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-14 23:35:20.8|    3336|    1876|0.024 (GRO J1655-40)|
|91702-01-36-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-12 12:41:22.3|    3027|    1874|0.024 (GRO J1655-40)|
|91702-01-22-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-30 09:31:52.9|    2296|    1873|0.024 (GRO J1655-40)|
|91702-01-01-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-08 01:34:27.8|    2699|    1860|0.024 (GRO J1655-40)|
|10255-01-01-04|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|  1996-05-09 21:49:27|    7900|    1858|0.027 (GRO J1655-40)|
|91702-01-27-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-10 10:08:00.7|    4019|    1857|0.024 (GRO J1655-40)|
|91702-01-19-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-27 09:09:42.3|    2306|    1833|0.024 (GRO J1655-40)|
|91702-01-54-18|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-28 23:14:12.5|    4080|    1833|0.024 (GRO J1655-40)|
|91702-01-52-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-10 18:40:09.7|    3117|    1832|0.024 (GRO J1655-40)|
|91702-01-54-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-29 00:52:13.7|    3736|    1830|0.024 (GRO J1655-40)|
|91702-01-48-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-30 22:11:21.1|    2352|    1813|0.024 (GRO J1655-40)|
|91702-01-66-05|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-28 03:29:58.8|    2395|    1800|0.024 (GRO J1655-40)|
|91702-01-13-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-25 04:09:28.8|    3303|    1799|0.024 (GRO J1655-40)|
|91702-01-49-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-06 21:55:43.7|    3300|    1797|0.024 (GRO J1655-40)|
|91702-01-01-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-07 22:08:34.4|    3060|    1797|0.024 (GRO J1655-40)|
|91702-01-35-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-19 12:56:04.4|    3758|    1790|0.024 (GRO J1655-40)|
|91702-01-33-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-16 10:53:41.3|    3900|    1777|0.024 (GRO J1655-40)|
|91702-01-54-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-29 18:03:11.8|    3240|    1777|0.024 (GRO J1655-40)|
|90058-16-06-00|90058|archived         |SWANK       |JEAN    |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-02 04:01:47.4|    2460|    1762|0.024 (GRO J1655-40)|
|91702-01-83-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-17 06:25:23.2|    4494|    1754|0.024 (GRO J1655-40)|
|91702-01-02-04|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-13 01:09:50.4|    2762|    1754|0.024 (GRO J1655-40)|
|91702-01-14-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-26 05:26:53.7|    2580|    1747|0.024 (GRO J1655-40)|
|91702-01-19-13|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-28 04:02:58.3|    3899|    1745|0.024 (GRO J1655-40)|
|91702-01-38-13|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-09 09:05:26.6|    2761|    1742|0.024 (GRO J1655-40)|
|91702-01-67-04|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-29 11:08:58.8|    4062|    1742|0.024 (GRO J1655-40)|
|91702-01-84-04|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-21 04:46:32.7|    4593|    1735|0.024 (GRO J1655-40)|
|91702-01-27-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-07 03:05:04.1|    4803|    1732|0.024 (GRO J1655-40)|
|91702-01-50-15|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-07 20:28:04.5|    2127|    1727|0.024 (GRO J1655-40)|
|91702-01-77-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-11 07:19:37.9|    3636|    1724|0.024 (GRO J1655-40)|
|91702-01-75-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-13 10:11:07.3|    2246|    1710|0.024 (GRO J1655-40)|
|91702-01-02-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-12 12:07:50.9|    3121|    1698|0.024 (GRO J1655-40)|
|91702-01-31-04|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-04-14 18:02:07|    2054|    1693|0.024 (GRO J1655-40)|
|91702-01-56-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-15 01:12:56.2|    3220|    1687|0.024 (GRO J1655-40)|
|91702-01-51-15|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-05 18:44:27.2|    1840|    1681|0.024 (GRO J1655-40)|
|91702-01-53-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-11 13:50:31.2|    3801|    1675|0.024 (GRO J1655-40)|
|91702-01-27-13|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-08 02:41:07.3|    3419|    1665|0.024 (GRO J1655-40)|
|91702-01-50-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-07 23:19:42.5|    2738|    1653|0.024 (GRO J1655-40)|
|91702-01-53-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-11 20:00:42.9|    2489|    1651|0.024 (GRO J1655-40)|
|91702-01-30-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-12 17:38:14.5|    4545|    1648|0.024 (GRO J1655-40)|
|91702-01-16-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-03-29 13:42:30|    3488|    1617|0.024 (GRO J1655-40)|
|91702-01-43-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-17 15:18:30.2|    2526|    1615|0.024 (GRO J1655-40)|
|10261-01-02-01|10261|archived         |CHEN        |WAN     |GRO_J1655-40|16 54 00.0|-39 50 45|1996-05-20 15:40:07.1|    1740|    1615|0.027 (GRO J1655-40)|
|91702-01-56-04|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-15 02:47:32.6|    2468|    1611|0.024 (GRO J1655-40)|
|91702-01-43-14|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-17 21:48:03.2|    2459|    1609|0.024 (GRO J1655-40)|
|91702-01-77-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-12 10:19:07.7|    3508|    1588|0.024 (GRO J1655-40)|
|91702-01-44-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-30 23:02:43.9|    2340|    1587|0.024 (GRO J1655-40)|
|91702-01-52-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-10 00:06:18.4|    2364|    1580|0.024 (GRO J1655-40)|
|91702-01-52-13|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-03 12:39:52.4|    2336|    1570|0.024 (GRO J1655-40)|
|10261-01-05-02|10261|archived         |CHEN        |WAN     |GRO_J1655-40|16 54 00.0|-39 50 45|1996-06-20 15:55:23.8|    3179|    1569|0.027 (GRO J1655-40)|
|91702-01-01-05|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-10 02:22:52.6|    2644|    1569|0.024 (GRO J1655-40)|
|91702-01-39-13|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-08-19 17:29:56|    2583|    1565|0.024 (GRO J1655-40)|
|91702-01-55-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-14 03:16:33.6|    3001|    1560|0.024 (GRO J1655-40)|
|91702-01-32-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-15 09:41:09.3|    4087|    1541|0.024 (GRO J1655-40)|
|91702-01-43-13|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-16 19:03:37.2|    2340|    1539|0.024 (GRO J1655-40)|
|91702-01-53-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-21 17:59:41.9|    2623|    1533|0.024 (GRO J1655-40)|
|91702-01-07-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-19 03:32:51.6|    2341|    1512|0.024 (GRO J1655-40)|
|91702-01-02-05|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-13 02:46:51.2|    2581|    1511|0.024 (GRO J1655-40)|
|91702-01-40-14|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-21 23:02:57.7|    2290|    1501|0.024 (GRO J1655-40)|
|91702-01-30-04|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-13 08:57:02.9|    3322|    1494|0.024 (GRO J1655-40)|
|91702-01-24-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-06 10:20:03.8|    3817|    1491|0.024 (GRO J1655-40)|
|91702-01-58-04|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-17 00:23:37.8|    2160|    1481|0.024 (GRO J1655-40)|
|91702-01-46-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-02 23:49:43.1|    2619|    1471|0.024 (GRO J1655-40)|
|91702-01-52-17|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-09-03 20:26:07|    2023|    1469|0.024 (GRO J1655-40)|
|91702-01-51-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-08 21:16:43.1|    2280|    1467|0.024 (GRO J1655-40)|
|91702-01-25-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-07 23:01:14.9|    3532|    1464|0.024 (GRO J1655-40)|
|91702-01-33-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-15 06:05:17.1|    2108|    1464|0.024 (GRO J1655-40)|
|91702-01-65-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-28 05:12:53.9|    3510|    1452|0.024 (GRO J1655-40)|
|91702-01-01-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-08 03:16:25.8|    2221|    1443|0.024 (GRO J1655-40)|
|91702-01-27-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-08-07 01:29:03|    3360|    1434|0.024 (GRO J1655-40)|
|91702-01-71-04|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-15 23:28:40.8|    3226|    1417|0.024 (GRO J1655-40)|
|91702-01-51-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-08 03:34:40.5|    4142|    1414|0.024 (GRO J1655-40)|
|91702-01-41-13|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-24 01:28:07.7|    2048|    1406|0.024 (GRO J1655-40)|
|91702-01-97-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-03 15:57:24.8|    2231|    1391|0.024 (GRO J1655-40)|
|91404-01-01-04|91404|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-07 03:40:51.2|    2219|    1377|0.024 (GRO J1655-40)|
|91702-01-30-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-13 07:22:02.2|    3480|    1373|0.024 (GRO J1655-40)|
|91702-01-53-27|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-25 13:14:33.8|    2285|    1369|0.024 (GRO J1655-40)|
|91702-01-77-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-11 05:44:37.2|    3600|    1365|0.024 (GRO J1655-40)|
|91702-01-07-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-03-19 09:18:38|    2449|    1363|0.024 (GRO J1655-40)|
|91702-01-67-05|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-29 12:58:41.7|    3025|    1355|0.024 (GRO J1655-40)|
|91702-01-12-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-18 23:53:14.8|    2030|    1350|0.024 (GRO J1655-40)|
|91702-01-40-13|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-21 19:57:16.4|    2280|    1346|0.024 (GRO J1655-40)|
|91702-01-71-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-14 22:16:56.4|    4121|    1327|0.024 (GRO J1655-40)|
|10261-01-01-01|10261|archived         |CHEN        |WAN     |GRO_J1655-40|16 54 00.0|-39 50 45|1996-05-14 01:27:34.8|    3242|    1320|0.027 (GRO J1655-40)|
|10261-01-02-02|10261|archived         |CHEN        |WAN     |GRO_J1655-40|16 54 00.0|-39 50 45|1996-05-20 17:18:06.6|    1680|    1318|0.027 (GRO J1655-40)|
|91702-01-43-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-29 00:00:06.9|    2174|    1317|0.024 (GRO J1655-40)|
|10261-02-02-00|10261|archived         |CHEN        |WAN     |GRO_J1655-40|16 54 00.0|-39 50 45|1996-05-20 16:09:07.2|    4140|    1317|0.027 (GRO J1655-40)|
|91702-01-48-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-08-30 23:37:33|    2390|    1311|0.024 (GRO J1655-40)|
|91702-01-39-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-19 00:22:03.6|    1929|    1309|0.024 (GRO J1655-40)|
|91702-01-97-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-03 17:32:35.8|    2221|    1307|0.024 (GRO J1655-40)|
|91702-01-87-04|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-28 21:13:36.5|    2704|    1306|0.024 (GRO J1655-40)|
|91702-01-71-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-15 21:52:09.4|    3632|    1300|0.024 (GRO J1655-40)|
|91702-01-44-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-01 00:40:43.4|    2100|    1288|0.024 (GRO J1655-40)|
|91702-01-17-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-30 14:59:53.1|    3194|    1272|0.024 (GRO J1655-40)|
|10261-01-05-01|10261|archived         |CHEN        |WAN     |GRO_J1655-40|16 54 00.0|-39 50 45|1996-06-20 14:19:22.7|    2879|    1270|0.027 (GRO J1655-40)|
|10261-02-01-00|10261|archived         |CHEN        |WAN     |GRO_J1655-40|16 54 00.0|-39 50 45|1996-05-20 14:33:06.9|    4020|    1257|0.027 (GRO J1655-40)|
|10261-02-03-00|10261|archived         |CHEN        |WAN     |GRO_J1655-40|16 54 00.0|-39 50 45|1996-05-20 17:46:07.1|    3700|    1257|0.027 (GRO J1655-40)|
|10261-01-01-00|10261|archived         |CHEN        |WAN     |GRO_J1655-40|16 54 00.0|-39 50 45|1996-05-14 00:03:35.1|    2281|    1249|0.027 (GRO J1655-40)|
|91702-01-38-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-24 07:38:41.9|    3300|    1232|0.024 (GRO J1655-40)|
|91702-01-28-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-06 06:38:38.1|    1789|    1182|0.024 (GRO J1655-40)|
|91702-01-60-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-20 00:38:41.6|    1939|    1173|0.024 (GRO J1655-40)|
|91702-01-02-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-12 14:02:06.7|    1714|    1166|0.024 (GRO J1655-40)|
|91702-01-92-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-28 04:07:16.6|    2006|    1164|0.024 (GRO J1655-40)|
|91702-01-07-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-13 12:22:52.9|    2859|    1155|0.024 (GRO J1655-40)|
|91702-01-50-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-06 18:29:26.9|    1640|    1141|0.024 (GRO J1655-40)|
|91702-01-59-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-17 17:22:06.8|    2074|    1137|0.024 (GRO J1655-40)|
|91702-01-46-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-27 20:27:29.1|    1920|    1135|0.024 (GRO J1655-40)|
|91702-01-34-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-16 22:53:35.2|    2684|    1131|0.024 (GRO J1655-40)|
|91702-01-09-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-21 09:05:42.1|    2096|    1112|0.024 (GRO J1655-40)|
|91702-01-65-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-27 15:33:44.4|    2483|    1112|0.024 (GRO J1655-40)|
|91702-01-54-17|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-28 21:54:06.9|    3005|    1062|0.024 (GRO J1655-40)|
|91702-01-58-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-16 22:45:37.4|    1740|    1061|0.024 (GRO J1655-40)|
|91702-01-50-14|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-07 14:07:39.4|    1740|    1056|0.024 (GRO J1655-40)|
|91702-01-93-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-29 00:34:24.1|    2292|    1031|0.024 (GRO J1655-40)|
|91702-01-07-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-13 10:42:31.7|    3436|    1015|0.024 (GRO J1655-40)|
|90019-02-01-00|90019|archived         |SPRUIT      |HENDRIK |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-13 05:58:59.5|    2202|    1014|0.024 (GRO J1655-40)|
